run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c,I1mean_a,I1mean_b,I1mean_c,I2mean_a,I2mean_b,I2mean_c
3022,32,16,32,1,1,1,0,1,1,1,1,1,0,1,1,317.7158336,211.8337214,384.3841611,18.07611346,12.50907695,17.81537506,320.9046609,216.6674645,386.1036626,20.34220663,15.84902564,17.32689473,10.40325173,0.06785026383,-10.47178842,-8.35968977,7.604050897,0.7553350314
3023,32,16,32,1,1,1,0,1,1,1,1,1,1,0,1,269.9952018,197.1754288,228.1517724,12.95188375,10.74481124,8.357327191,269.3121534,200.2536443,228.8384216,12.8295115,14.66043088,3.667424516,-10.12530931,9.268148045,0.8553399521,10.25524469,-9.39885417,-0.8581293069
3024,32,16,32,1,1,1,0,1,1,1,1,1,1,1,0,273.8719305,192.7204704,227.709154,62.28560214,25.38067979,59.98642044,269.982675,201.0828649,227.3437169,62.16877201,32.51560757,58.24574337,41.24137335,-0.4676308729,-40.77373455,-40.97007011,0.6237981518,40.34668456
3025,32,16,32,1,1,1,1,0,1,1,1,1,1,1,1,266.7859888,197.7601507,230.7819974,8.970259104,11.39234224,3.856809343,268.6940803,197.4148076,231.3148708,8.964862452,6.599531549,7.817231619,6.490718391,-4.950318866,-1.540398093,-6.408152536,4.847900107,1.560241681
3026,32,16,32,1,1,1,1,0,1,0,1,1,1,1,1,266.7195123,197.7853837,230.9495193,10.14489222,12.34643041,3.617475831,268.5932873,197.2251259,231.6045002,9.670220351,7.803224517,8.184734254,7.33350562,-6.123970059,-1.209398561,-7.241683827,6.01547538,1.226351349
3027,32,16,32,1,1,1,1,0,1,1,0,1,1,1,1,265.0648234,200.8275737,232.2604332,15.47689024,32.74929187,28.87113951,264.9853868,199.5090785,235.796285,9.608758952,32.87032807,31.22216028,1.469656241,18.51528336,-19.98711537,-1.330750969,-18.87552832,20.20464033
3028,32,16,32,1,1,1,1,0,1,1,1,0,1,1,1,269.9904699,199.3189779,225.3220122,75.54678044,39.61683461,70.55129702,276.7681962,191.8463936,228.2701816,75.35613697,32.58346002,72.21883216,48.99321933,-0.9781772193,-48.01524142,-49.02152246,0.7796208837,48.24167077
3029,32,16,32,1,1,1,1,0,1,1,1,1,0,1,1,274.6913618,202.7023215,223.4808087,19.0949996,20.60976806,5.48037224,276.1910167,201.7726391,223.6285948,18.37172548,17.69807597,8.943602369,15.22485959,-14.05177775,-1.172502304,-14.77631074,13.63363583,1.143274825
3030,32,16,32,1,1,1,1,0,1,1,1,1,1,0,1,429.8962108,252.0264382,219.7849695,23.7201348,27.82378447,19.28204541,431.7467492,255.5602754,225.6898359,19.88804428,26.96472035,21.49504378,16.12613816,-19.25942329,3.128484794,-6.429515131,14.2760815,-7.850769545
3031,32,16,32,1,1,1,1,0,1,1,1,1,1,1,0,265.2703348,199.1249058,231.6132715,25.46845498,21.05696447,7.184080588,265.9110088,200.4088434,232.2849071,25.33193158,21.08095382,7.174814501,23.88268768,-18.90860801,-4.974365548,-23.80568051,18.83154806,4.973844489
3032,32,16,32,1,1,1,1,1,0,1,1,1,1,1,1,266.7874268,197.7611341,230.7849664,8.980974261,11.39840742,3.858712285,268.6910349,197.4121947,231.3179132,8.962216618,6.607347509,7.816956379,-6.495971169,4.954665492,1.541297861,6.413414644,-4.852400138,-1.561017609
3033,32,16,32,1,1,1,1,1,0,0,1,1,1,1,1,267.2267841,195.7921644,231.7472944,9.092023559,12.85018863,7.3074112,268.1742947,195.2298404,233.6448421,4.531118854,11.38174973,11.56433092,1.645503809,-8.663980396,7.018465558,-1.636780118,8.720869758,-7.084114633
3034,32,16,32,1,1,1,1,1,0,1,0,1,1,1,1,267.7918897,201.8836387,227.877629,62.94798346,64.68160674,27.56875533,265.6519639,197.7892639,235.02848,60.25424316,64.25378274,32.63926415,-41.83845462,42.48956899,-0.6516796194,41.34699763,-42.03947132,0.6919279699
3035,32,16,32,1,1,1,1,1,0,1,1,0,1,1,1,272.1562657,199.4297785,225.0497496,18.09720279,19.06868605,4.927444896,274.60871,199.1735411,225.435521,18.22665654,16.28022719,9.20174779,-14.39683799,13.78969643,0.6058451772,14.02371312,-13.4397945,-0.5852237067
3036,32,16,32,1,1,1,1,1,0,1,1,1,0,1,1,270.1653236,199.4217898,225.7963895,71.94606583,37.90095379,67.07996314,276.4635741,192.3107455,228.3039806,71.70020203,30.70223623,68.66012091,-46.87798103,0.95380784,45.92433443,46.90917313,-0.7692074686,-46.13991304
3037,32,16,32,1,1,1,1,1,0,1,1,1,1,0,1,265.2754918,199.1145331,231.6088723,25.44876175,21.03704304,7.18337248,265.9186957,200.4060343,232.282985,25.31771267,21.07108031,7.173987193,-23.86773559,18.89254051,4.974884625,23.79078303,-18.81935459,-4.971739284
3038,32,16,32,1,1,1,1,1,0,1,1,1,1,1,0,430.8335423,252.6019274,223.009051,23.22634732,26.92590952,18.36416286,432.7774829,256.2318923,228.129619,20.3202236,26.88607913,20.63797761,-16.37960813,19.33841024,-2.96607807,6.647797899,-14.39833187,7.743235482
3039,96,96,96,1,1,1,1,1,1,1,1,1,1,1,1,229.7372392,229.7596294,229.7643795,1.920090806,1.919044779,1.904533814,229.8413967,229.8589854,229.8708197,1.909994189,1.911904618,1.926236019,0.002053598192,-0.0002396567671,-0.001813939263,-0.002067841511,-0.0003088535586,0.00237669418
3040,96,96,96,1,1,1,1,1,1,0,1,1,1,1,1,229.7967001,229.3613564,230.1458207,4.190433647,6.613248858,3.83102345,230.4450895,228.2836241,230.8988641,3.178724005,5.497678421,5.962040733,1.273412481,-4.959454807,3.686042327,-1.269719645,4.97264314,-3.702923495
3041,96,96,96,1,1,1,1,1,1,1,0,1,1,1,1,229.7968049,229.3651696,230.1432501,4.197082732,6.621174942,3.852820125,230.4431473,228.2866974,230.8971484,3.17524809,5.512364257,5.977453784,-1.264019876,4.974902036,-3.710882158,1.260316268,-4.989168383,3.728852116
3042,96,96,96,1,1,1,1,1,1,1,1,0,1,1,1,230.122531,229.8103342,229.3697948,3.82087299,4.194517709,6.600233765,230.877473,230.4578406,228.2889292,5.957934581,3.177664488,5.485688497,3.677389962,1.269438042,-4.946828002,-3.694676378,-1.266337761,4.961014143
3043,96,96,96,1,1,1,1,1,1,1,1,1,0,1,1,230.1232529,229.8179872,229.3658209,3.835070076,4.194873233,6.612770238,230.877754,230.4665858,228.2867448,5.967509307,3.180866043,5.499198662,-3.691504611,-1.271823056,4.963327662,3.708823587,1.267646203,-4.976469786
3044,96,96,96,1,1,1,1,1,1,1,1,1,1,0,1,229.3522259,230.1349951,229.8168943,6.609768253,3.831929922,4.196914824,228.2704456,230.8891013,230.4632184,5.49380237,5.964675588,3.174046636,-4.952419151,3.688167598,1.264251554,4.96613751,-3.706023653,-1.260113858
3045,96,96,96,1,1,1,1,1,1,1,1,1,1,1,0,229.3504209,230.1358141,229.8171155,6.594897964,3.812813387,4.194559641,228.2708856,230.8906075,230.4654464,5.477261316,5.950732609,3.177615807,4.939826734,-3.668835165,-1.270991569,-4.953528543,3.685561808,1.267966731
3046,96,96,96,0,1,1,1,1,1,1,1,1,1,1,1,230.3253891,228.2015313,230.7885734,3.184258117,5.437874653,5.920773537,229.8953595,229.4733333,230.2416165,4.199178587,6.539033627,3.782344935,-1.262056629,4.931666118,-3.669609489,1.264415597,-4.913907663,3.649492066
3047,96,96,96,0,1,1,1,1,1,0,1,1,1,1,1,244.6745365,368.6965148,300.1261819,10.78262553,18.3377538,20.04671506,249.1968932,369.8528334,302.5357564,12.38321319,17.1814006,20.16196357,3.209310077,14.33867428,-17.54798435,-5.529857374,-10.55688676,16.08674414
3048,96,96,96,0,1,1,1,1,1,1,0,1,1,1,1,232.6071658,224.8883713,231.954948,4.545740078,26.25335572,22.81941335,232.7187042,224.9856477,232.0596563,4.541985014,26.23931055,22.81124654,-2.950544356,25.02826219,-22.07771784,2.949049727,-25.01682951,22.06777977
3049,96,96,96,0,1,1,1,1,1,1,1,0,1,1,1,230.1914368,228.2424245,230.9497815,5.653933785,19.17010521,19.3779234,231.1436344,229.3225607,229.4418345,8.026798206,19.02744046,18.83832443,-0.5521418886,14.14709223,-13.59495034,0.5432913798,-14.0927063,13.54941492
3050,96,96,96,0,1,1,1,1,1,1,1,1,0,1,1,230.5036638,229.4850357,229.3406711,8.259681027,4.538591287,9.576677758,231.426069,230.0500344,228.2254794,9.534102281,3.226475869,8.910645987,-6.151193152,-1.026396929,7.177590081,6.179223539,1.024034511,-7.203258039
3051,96,96,96,0,1,1,1,1,1,1,1,1,1,0,1,229.2811277,229.4482191,230.5590217,12.44205576,11.02917398,5.34725776,227.9343514,230.3935132,230.7405649,11.90182896,11.94845403,3.28694846,-9.590404664,8.855589098,0.7348155653,9.618440986,-8.880696882,-0.7377441082
3052,96,96,96,0,1,1,1,1,1,1,1,1,1,1,0,229.9015599,228.1027103,231.3628889,3.269556091,9.00593184,9.602103345,229.5540615,229.4084018,230.6733789,4.550750251,9.653610866,8.358577702,-1.037044175,7.351181803,-6.314137624,1.037693856,-7.317784835,6.280090984
3053,96,96,96,1,0,1,1,1,1,1,1,1,1,1,1,230.3264829,228.2036175,230.7847073,3.180440999,5.455098323,5.927769074,229.8982195,229.474086,230.2415224,4.196954012,6.552427718,3.801831792,1.259878996,-4.951269105,3.691390108,-1.262283202,4.932378321,-3.670095117
3054,96,96,96,1,0,1,1,1,1,0,1,1,1,1,1,232.601352,224.894702,231.9614779,4.545664449,26.25296333,22.8206715,232.7147631,224.9820491,232.0649321,4.545643158,26.23688975,22.81326582,2.947044493,-25.02454552,22.07750103,-2.945509527,25.01223003,-22.06672051
3055,96,96,96,1,0,1,1,1,1,1,0,1,1,1,1,243.9978237,368.7459827,300.0575875,10.14831277,18.03943484,19.39372839,248.3171686,369.910289,302.3873797,11.75787871,16.87900793,19.46118622,-2.980084404,-14.16550131,17.14558572,5.294408104,10.3818127,-15.67622081
3056,96,96,96,1,0,1,1,1,1,1,1,0,1,1,1,230.455258,229.5845415,229.2516506,5.685908939,4.386399635,7.710883246,231.3831275,230.2397771,228.1297429,7.51635801,3.2676279,6.836118055,5.091148922,0.9588708071,-6.050019743,-5.114551194,-0.9566837805,6.071234977
3057,96,96,96,1,0,1,1,1,1,1,1,1,0,1,1,228.2535055,228.4492412,233.4646683,15.15493941,40.71293647,41.53285845,231.6732093,227.9950281,229.8411032,17.34717349,40.06155566,41.24282059,0.5449036713,-27.87179491,27.32689125,-0.5217094288,27.76811841,-27.24640898
3058,96,96,96,1,0,1,1,1,1,1,1,1,1,0,1,229.9136531,228.0741871,231.398507,3.319418721,8.987439964,9.540851188,229.5621778,229.3614269,230.7086976,4.557233478,9.65049502,8.294958537,1.054526801,-7.447715131,6.393188335,-1.055099615,7.41254965,-6.357450013
3059,96,96,96,1,0,1,1,1,1,1,1,1,1,1,0,228.7412253,229.5015566,231.287669,26.93296457,27.19262178,10.87359992,228.4604384,231.9873025,229.5897808,27.32523612,27.60477164,8.51570857,19.26960927,-18.49825938,-0.7713498804,-19.32278601,18.5391132,0.7836728087
3060,96,96,96,1,1,0,1,1,1,1,1,1,1,1,1,230.7649489,230.3442633,228.2058642,5.92855053,3.182339202,5.455788612,230.2207122,229.9152345,229.4780104,3.80174295,4.198125993,6.55369983,-3.692794115,-1.261416871,4.954210979,3.672082833,1.263297537,-4.935380368
3061,96,96,96,1,1,0,1,1,1,0,1,1,1,1,1,230.8317368,229.3500836,229.3497479,6.606174541,15.61298108,14.99807211,230.548124,228.3191558,230.7346795,4.283161079,15.54076833,15.67392203,0.6617281131,-11.85885612,11.19712801,-0.6671896202,11.89317497,-11.22598536
3062,96,96,96,1,1,0,1,1,1,1,0,1,1,1,1,231.3065802,229.9635524,228.069357,9.159902662,3.293061294,8.616488853,230.6624262,229.6034382,229.388163,7.881835444,4.532907384,9.324067008,-6.15839477,-1.04425235,7.20264712,6.124743066,1.044628229,-7.169371297
3063,96,96,96,1,1,0,1,1,1,1,1,0,1,1,1,300.1239388,243.9860832,368.1829697,19.64061809,10.16760358,18.17759704,302.5269762,248.4277924,369.3554287,19.71811254,11.80646383,17.00130643,-17.42899143,3.105790658,14.32320077,15.9679954,-5.420705585,-10.54728982
3064,96,96,96,1,1,0,1,1,1,1,1,1,0,1,1,231.9217193,232.617231,224.9090169,22.65908657,4.538568186,26.09598931,232.0273771,232.7309053,224.9990174,22.65197495,4.537503086,26.07943657,-21.92775992,-2.954030526,24.88179044,21.9174198,2.952160749,-24.86958055
3065,96,96,96,1,1,0,1,1,1,1,1,1,1,0,1,233.3090949,228.3622924,228.4233618,40.39801729,14.4973191,39.66054463,229.7736384,231.6034375,228.0481768,40.09592124,16.70100858,39.02461206,-26.59376876,-0.6173600262,27.21112879,26.51509772,0.5951527686,-27.11025049
3066,96,96,96,1,1,0,1,1,1,1,1,1,1,1,0,229.250794,230.5516884,229.5312944,9.290716783,7.8285252,4.519065534,228.1307737,231.4196309,230.1082252,8.570638874,9.133125265,3.274542083,7.114029927,-6.063342862,-1.050687065,-7.139513764,6.090422515,1.049091242
3067,96,96,96,1,1,1,0,1,1,1,1,1,1,1,1,230.7652983,230.3494715,228.2045992,5.922735663,3.185655685,5.437837635,230.2194453,229.9186017,229.4765399,3.785353625,4.199786138,6.539947206,3.672714141,1.261550963,-4.934265113,-3.652014446,-1.264500039,4.916514489
3068,96,96,96,1,1,1,0,1,1,0,1,1,1,1,1,231.3485865,229.8915376,228.1543074,9.83087037,3.237892716,9.197122914,230.6279877,229.5520999,229.4618176,8.600083204,4.563036639,9.81968238,6.35362341,1.015723879,-7.369347278,-6.318807312,-1.016797105,7.335604417
3069,96,96,96,1,1,1,0,1,1,1,0,1,1,1,1,231.571949,227.8622979,229.7666881,17.46735483,40.41699271,41.60163391,228.3425182,228.5384071,233.6177125,15.2633003,41.02811715,41.85087101,-0.5330627289,28.01522872,-27.482166,0.5556813981,-28.09280866,27.53712726
3070,96,96,96,1,1,1,0,1,1,1,1,0,1,1,1,231.9491324,232.620132,224.8920193,22.86058904,4.54756397,26.29248518,232.0464661,232.7314437,224.9805947,22.84970485,4.545122481,26.27495358,22.11712432,2.947621371,-25.06474569,-22.10683818,-2.946575908,25.05341409
3071,96,96,96,1,1,1,0,1,1,1,1,1,0,1,1,300.0018369,244.0759414,368.9274932,19.45512634,10.47798818,17.73273655,302.4313707,248.5607704,370.129514,19.68434509,12.1537075,16.71707816,16.9929129,-3.213123533,-13.77978936,-15.52073824,5.527328943,9.993409293
3072,96,96,96,1,1,1,0,1,1,1,1,1,1,0,1,229.2867796,230.5692148,229.503491,9.684942,8.368080738,4.54775839,228.1787077,231.4682232,230.0673788,9.019872676,9.608085895,3.262806444,-7.33119907,6.280266357,1.050932709,7.357899864,-6.309594686,-1.048305177
3073,96,96,96,1,1,1,0,1,1,1,1,1,1,1,0,231.417298,229.8243573,228.1030745,24.72021118,7.810488886,24.40257962,229.508956,231.3642494,228.9559826,24.32374816,10.15180471,24.11707584,17.05248739,0.4413693172,-17.49385671,-16.99700966,-0.4295680778,17.42657775
3074,96,96,96,1,1,1,1,0,1,1,1,1,1,1,1,228.1839927,230.7894776,230.3482029,5.455818632,5.942625421,3.18336568,229.4572326,230.2397207,229.916596,6.552505746,3.808658257,4.203618536,4.949697784,-3.696506511,-1.253191279,-4.931372301,3.675227945,1.256144356
3075,96,96,96,1,1,1,1,0,1,0,1,1,1,1,1,227.9047612,230.4164462,230.645267,9.126023487,9.36456532,3.096962308,229.4223009,229.7004276,230.4880405,9.841560783,8.10157193,4.921182922,7.730095131,-7.021914411,-0.7081807139,-7.700736189,6.994244013,0.7064921889
3076,96,96,96,1,1,1,1,0,1,1,0,1,1,1,1,229.5142632,229.2319862,230.5684347,4.5200152,9.247194316,7.715918263,230.1013227,228.1308455,231.462885,3.308698871,8.511571393,9.050829837,-1.052460503,7.140413392,-6.087952886,1.050468852,-7.166893,6.116424151
3077,96,96,96,1,1,1,1,0,1,1,1,0,1,1,1,229.6856175,231.4956423,227.9366875,40.11003852,16.68415243,39.05777233,233.4280568,228.4781679,228.519718,40.37456166,14.46572096,39.65389517,26.50551862,0.6241786567,-27.12969728,-26.55910075,-0.6455190976,27.20461984
3078,96,96,96,1,1,1,1,0,1,1,1,1,0,1,1,228.1297115,231.4006162,229.8937756,9.443188472,10.0583467,3.266189418,229.4309158,230.6922442,229.5604309,10.05364451,8.877485134,4.58770928,7.568432357,-6.537302698,-1.031129658,-7.532921101,6.500647765,1.032273335
3079,96,96,96,1,1,1,1,0,1,1,1,1,1,0,1,369.3226307,299.8697942,244.1986552,18.40186645,19.83427065,9.980806912,370.5645305,302.2664789,248.7486919,17.2419503,19.90305166,11.73906441,14.52846108,-17.79667531,3.268214231,-10.74052674,16.32752209,-5.586995356
3080,96,96,96,1,1,1,1,0,1,1,1,1,1,1,0,224.8842755,231.9505048,232.6245258,26.18769085,22.75381413,4.54144727,224.9764697,232.0539509,232.7386534,26.17141924,22.74573964,4.540025987,24.96817828,-22.01812778,-2.950050505,-24.95648245,22.00743308,2.949049373
3081,96,96,96,1,1,1,1,1,0,1,1,1,1,1,1,228.17956,230.792304,230.3493447,5.449232639,5.939128869,3.182380143,229.4539241,230.2421631,229.9189909,6.547450488,3.801676014,4.202000111,-4.942190469,3.688554808,1.253635661,4.923799693,-3.668379289,-1.255420405
3082,96,96,96,1,1,1,1,1,0,0,1,1,1,1,1,229.4914261,229.2854241,230.5464813,4.530427674,9.455045372,8.073830315,230.0611655,228.1730429,231.4418557,3.257624214,8.77017455,9.357766106,1.04857588,-7.184654159,6.136078278,-1.046578374,7.210106604,-6.163528215
3083,96,96,96,1,1,1,1,1,0,1,0,1,1,1,1,228.3676703,231.9016209,229.4589996,27.5927688,27.882972,8.66027345,228.8351289,229.5956808,231.4035746,27.16497387,27.45064554,11.00479258,-19.49345841,18.71103806,0.7824203618,19.42130164,-18.65213613,-0.769165509
3084,96,96,96,1,1,1,1,1,0,1,1,0,1,1,1,228.0691813,231.3379625,229.9449217,8.760729761,9.341917409,3.2795894,229.3845093,230.6716845,229.590776,9.445316439,8.071916052,4.539368909,-7.230023113,6.187259728,1.042763389,7.196862758,-6.153876413,-1.042986339
3085,96,96,96,1,1,1,1,1,0,1,1,1,0,1,1,229.3876921,231.2122782,228.9147667,23.01380308,9.58409504,22.93670286,231.3844835,230.0509725,228.1867644,23.41367828,7.225360979,23.15289901,-16.18186618,-0.4753771672,16.65724335,16.21993298,0.4855494825,-16.70548247
3086,96,96,96,1,1,1,1,1,0,1,1,1,1,0,1,224.8695889,231.9583493,232.6289265,26.30381854,22.87231045,4.549507902,224.9609505,232.0603639,232.7396758,26.28736365,22.86318503,4.54597519,-25.07365091,22.12683089,2.946820022,25.06178949,-22.11693743,-2.944852064
3087,96,96,96,1,1,1,1,1,0,1,1,1,1,1,0,368.3668772,300.2133076,244.3947141,18.41627064,20.01795955,10.60941847,369.4779754,302.5315874,248.5990149,17.19795192,20.06533671,12.1267116,-14.45169557,17.52057609,-3.06888052,10.67577886,-16.06081823,5.385039366
3088,96,32,24,1,1,1,1,1,1,1,1,1,1,1,1,254.7743244,256.8353053,184.1401976,1.801935937,5.051174616,4.562507669,254.9545525,257.550706,184.7186376,2.452659354,4.584576079,4.297451483,0.01028753263,-0.00462662987,-0.005825177254,-0.01045078924,0.003148881105,0.007143679647
3089,96,32,24,1,1,1,1,1,1,0,1,1,1,1,1,254.8426572,256.6641256,184.5301521,4.592755685,9.072978572,4.798306042,255.6144195,256.0996193,186.1023739,3.618045037,7.523364869,8.820141647,1.385020169,-5.909029162,4.523849477,-1.377866925,5.94025374,-4.562531503
3090,96,32,24,1,1,1,1,1,1,1,0,1,1,1,1,254.8375413,256.6685067,184.5317965,4.594276821,9.064574246,4.780592201,255.610573,256.1028016,186.1041338,3.621001826,7.509545509,8.81571658,-1.383626894,5.89050858,-4.507022846,1.376113506,-5.924500464,4.548240619
3091,96,32,24,1,1,1,1,1,1,1,1,0,1,1,1,255.5644386,256.5273181,183.5766504,6.82947498,8.780474604,10.98921214,256.8370617,257.4210039,182.4516136,9.207787165,4.281360909,9.252106905,6.242336203,1.511024587,-7.753501048,-6.275711635,-1.505372302,7.780939893
3092,96,32,24,1,1,1,1,1,1,1,1,1,0,1,1,255.558753,256.5287617,183.5799252,6.801887481,8.771572442,10.98103976,256.8233648,257.4239319,182.4571133,9.178171189,4.289573175,9.232992587,-6.220769694,-1.52560759,7.746227352,6.253757718,1.517125903,-7.771034476
3093,96,32,24,1,1,1,1,1,1,1,1,1,1,0,1,254.1959661,257.3377991,184.1347094,8.32731638,5.865895609,7.741223042,252.8961411,259.4792851,184.7877318,7.696336518,9.702526844,3.408286698,-6.745474017,5.223051123,1.522278648,6.765269364,-5.266454052,-1.498965607
3094,96,32,24,1,1,1,1,1,1,1,1,1,1,1,0,254.1965297,257.3369921,184.1354766,8.32764658,5.879289811,7.746256383,252.8987616,259.4841789,184.7872278,7.705331883,9.717848709,3.40330334,6.747669028,-5.234300762,-1.513527915,-6.767816136,5.274939894,1.492721589
3095,96,32,24,0,1,1,1,1,1,1,1,1,1,1,1,255.4920999,255.6360285,185.1847896,3.462519383,7.110165814,8.443934315,255.0429358,257.5241325,184.9670742,4.705415742,8.311836768,4.210961692,-1.29488141,5.260894034,-3.966160445,1.300250258,-5.202526301,3.902121278
3096,96,32,24,0,1,1,1,1,1,0,1,1,1,1,1,261.228526,383.2043042,271.0592331,18.47146629,23.69864055,27.62587303,267.7816983,385.6808566,273.9523779,20.3009733,21.20747545,26.881562,5.573527511,18.21723599,-23.79226089,-8.251190828,-10.27497159,18.52476513
3097,96,32,24,0,1,1,1,1,1,1,0,1,1,1,1,257.866621,253.1815367,186.2841255,5.036631766,28.9433166,24.84689723,257.9938292,253.8290934,187.0261132,5.041247913,28.83214832,24.7883635,-3.641929913,27.12995203,-23.48822245,3.642861184,-27.05152119,23.40847983
3098,96,32,24,0,1,1,1,1,1,1,1,0,1,1,1,252.8401447,256.4916204,188.9426299,21.71858001,49.10679045,50.65229225,257.5542326,255.4237987,185.0221306,24.19485288,46.81584621,50.00886654,0.8292803898,32.93254623,-33.76173202,-0.8593316029,-32.58967819,33.44910677
3099,96,32,24,0,1,1,1,1,1,1,1,1,0,1,1,255.7406006,256.4176887,183.531127,8.37504778,8.798217994,11.90010872,257.0392186,257.2550583,182.4775181,10.37248316,4.249739104,10.44593305,-6.873166019,-1.586002089,8.45905184,6.910540199,1.582617687,-8.49327149
3100,96,32,24,0,1,1,1,1,1,1,1,1,1,0,1,254.1905784,257.3407586,184.1379359,8.379278032,5.936233837,7.746225512,252.8919433,259.4877852,184.7908521,7.758001198,9.753002125,3.405276815,-6.809091854,5.296118349,1.512823268,6.829016524,-5.339849643,-1.489318203
3101,96,32,24,0,1,1,1,1,1,1,1,1,1,1,0,254.9828639,255.8021981,185.6504058,3.571274164,8.179882361,9.720651283,254.4808356,257.8396489,185.2877697,4.971475062,9.30079401,5.763852512,-0.8210324257,6.382828549,-5.561936844,0.8255519321,-6.301210985,5.47551714
3102,96,32,24,1,0,1,1,1,1,1,1,1,1,1,1,255.4850544,255.638947,185.1935457,3.464845944,7.11773884,8.448676636,255.0346812,257.5264093,184.9763762,4.702894579,8.326518,4.220088634,1.297693406,-5.277331535,3.979503242,-1.303281317,5.216027952,-3.912876823
3103,96,32,24,1,0,1,1,1,1,0,1,1,1,1,1,257.8624073,253.1854324,186.2798505,5.036208558,28.83560703,24.73956787,257.9876389,253.8342553,187.0295117,5.040966866,28.72223712,24.68301276,3.640989098,-27.03433673,23.39323746,-3.642063657,26.9537432,-23.31178283
3104,96,32,24,1,0,1,1,1,1,1,0,1,1,1,1,262.8359658,383.4672217,271.6674538,18.48088802,23.56329966,27.54846017,268.2482561,385.5334734,273.860296,19.99156828,21.15539973,26.60671948,-4.627689939,-14.10629578,18.7340631,7.316994283,6.151302065,-13.46826756
3105,96,32,24,1,0,1,1,1,1,1,1,0,1,1,1,255.6860189,256.4506363,183.5394556,7.401642792,8.806685995,11.33640854,256.9783733,257.3257242,182.4215589,9.648018641,4.255805684,9.695390423,6.579767227,1.490294236,-8.070205865,-6.615344611,-1.487456591,8.10266648
3106,96,32,24,1,0,1,1,1,1,1,1,1,0,1,1,252.2899408,256.571782,189.6527354,24.0572918,54.17624362,55.82027634,257.4504904,255.000127,185.0520978,26.48624884,51.76929817,55.12413993,-0.7779406739,-36.14056322,36.91834527,0.8126167162,35.76496809,-36.57775036
3107,96,32,24,1,0,1,1,1,1,1,1,1,1,0,1,254.6575908,255.9893113,185.8290042,3.685183773,10.15032499,11.47792708,254.2148265,257.9836356,185.4703497,5.129628641,11.041605,8.488883365,0.8967126722,-7.738234672,6.841459688,-0.8999697996,7.629172092,-6.729261872
3108,96,32,24,1,0,1,1,1,1,1,1,1,1,1,0,253.2505437,257.186127,186.1224847,33.62519671,33.9777946,15.53113588,252.970043,260.6775544,183.8201628,34.1520742,34.38239841,9.715417006,23.53609426,-22.06566521,-1.469825655,-23.60674261,22.11366221,1.493655096
3109,96,32,24,1,1,0,1,1,1,1,1,1,1,1,1,257.0635553,256.5864345,181.5882248,9.46732582,4.415907819,9.780347947,256.0367707,257.1391354,183.9883444,7.338338091,8.616279593,11.24791359,-6.875420853,-1.647905837,8.5231899,6.823599272,1.624992028,-8.448726041
3110,96,32,24,1,1,0,1,1,1,0,1,1,1,1,1,258.0761729,254.3380762,183.9784357,26.79449234,53.48008113,56.76892132,253.1096828,257.4062734,190.237182,24.3748153,55.52291885,57.09616093,-1.010032457,-36.95677248,37.9664395,0.9581570597,37.0975088,-38.05603541
3111,96,32,24,1,1,0,1,1,1,1,0,1,1,1,1,257.1641846,256.5160811,181.586639,9.687539697,4.395866038,9.972558055,256.1111625,257.0733522,183.9952981,7.581003911,8.647146309,11.40182544,-7.07908907,-1.604280012,8.683296419,7.025816683,1.579674719,-8.605540366
3112,96,32,24,1,1,0,1,1,1,1,1,0,1,1,1,349.9532115,302.4419742,292.31409,14.59430712,9.359698797,15.82227278,350.9170422,305.3696837,293.6251731,14.61484438,11.68742702,13.601786,-9.680266786,-1.013882832,10.69476585,7.602439685,-5.450148234,-2.151685236
3113,96,32,24,1,1,0,1,1,1,1,1,1,0,1,1,259.3998666,256.7445712,178.03187,35.18693082,8.021719951,40.95641483,259.4624481,257.4885185,178.7745386,35.16320418,7.947487261,40.83607259,-33.02688465,-5.050955616,38.07772317,32.98893286,4.98937465,-37.97841495
3114,96,32,24,1,1,0,1,1,1,1,1,1,1,0,1,262.8133785,252.221193,182.0807065,66.90388336,28.43762603,64.22403077,256.1546146,260.0657138,180.1422481,66.49380627,33.06245678,62.14620637,-43.85960267,0.7790522956,43.08028538,43.69997335,-1.01739121,-42.68284415
3115,96,32,24,1,1,0,1,1,1,1,1,1,1,1,0,254.9228901,257.4528547,182.921266,10.85369856,9.053264088,8.143252867,253.5170856,259.9011032,183.479972,10.46812886,12.29107298,3.073220841,8.889617544,-7.947290895,-0.9424945994,-8.933885382,7.9985647,0.9351380376
3116,96,32,24,1,1,1,0,1,1,1,1,1,1,1,1,257.0566227,256.5874703,181.5874963,9.45784143,4.412600056,9.764792428,256.0323132,257.1415748,183.9949308,7.328237542,8.62256811,11.24464518,6.873426617,1.641011618,-8.514589404,-6.821966097,-1.621063662,8.442862268
