run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c,I1mean_a,I1mean_b,I1mean_c,I2mean_a,I2mean_b,I2mean_c,V1f_a,V1f_b,V1f_c,I1f_a,I1f_b,I1f_c,V2f_a,V2f_b,V2f_c,I2f_a,I2f_b,I2f_c,V1ang_a,V1ang_b,V1ang_c,I1ang_a,I1ang_b,I1ang_c,V2ang_a,V2ang_b,V2ang_c,I2ang_a,I2ang_b,I2ang_c
1678,32,96,48,0,1,1,1,1,1,1,1,1,0,1,1,199.1599628,238.0192905,255.9358218,5.969624317,4.511892264,8.848318239,200.7029992,238.7395101,255.0643339,9.137429284,3.374729761,7.708384813,-5.479270653,-0.9698234941,6.449250694,5.518180848,0.9643033681,-6.482330759,199.1542371,238.0185818,255.9358099,0.578257268,4.28709667,5.634161322,200.6818489,238.7386111,255.0507351,6.908457956,3.068792995,3.529195379,0,-131.1917166,121.807048,10.38622907,-87.94646973,91.21556143,0.3482697037,-131.4715163,121.9354354,-0.8574223018,154.8701077,175.929679
1679,32,96,48,0,1,1,1,1,1,1,1,1,1,0,1,196.7832879,238.4478551,257.2052051,39.00297402,39.6775264,16.43225122,197.9285422,242.6366711,254.58895,40.11473396,40.20109387,12.33122041,-27.62244737,26.66878865,0.9538031798,27.72666875,-26.73232225,-0.9942137194,196.7362157,238.2873631,257.0670803,5.945790377,7.917105123,11.89169502,197.0345012,241.8222454,254.4508591,10.63261759,9.624616901,5.087990009,0,-130.2022251,121.739973,-105.3470076,-27.58228125,114.1674074,1.048889402,-130.4631393,121.3100351,32.80252188,176.3082782,-75.79210131
1680,32,96,48,0,1,1,1,1,1,1,1,1,1,1,0,197.8105306,236.6975733,258.0593724,3.203600893,9.497778816,10.82049425,198.3019053,238.2265241,257.0537213,7.03164942,10.03113529,8.209589002,-0.9170344516,7.904652201,-6.98755957,0.9275235873,-7.859326611,6.93185769,197.8030006,236.6586752,258.0330271,2.883724546,3.255566825,7.103055178,198.2944306,238.2209252,257.0521625,6.892291225,4.666644163,1.333832819,0,-129.9331101,122.2806259,-68.3506408,-50.00015127,111.3021112,0.5367918072,-130.0335107,122.158294,22.93580001,-173.4178318,-147.849803
1681,32,96,48,1,0,1,1,1,1,1,1,1,1,1,1,198.6479236,236.5026325,257.5536446,3.445757778,6.618434069,8.113428579,199.0670199,237.9399262,256.7986107,6.687763739,7.480919967,4.692107104,1.399482808,-5.936788374,4.537371396,-1.412323558,5.910800284,-4.49840355,198.642277,236.492107,257.5481456,2.934411115,2.793347825,6.659172709,199.061478,237.9397237,256.7995348,6.437663421,4.502193174,0.9407043845,0,-130.2806863,122.329181,-58.88324482,-48.54363765,114.6887935,0.4803051593,-130.3419587,122.2057284,22.99834561,-168.2379827,-170.5124021
1682,32,96,48,1,0,1,1,1,1,0,1,1,1,1,1,199.8758365,233.4946925,259.2635385,6.166427937,26.43284022,22.2089027,200.45779,233.5440678,259.6926181,6.165452856,26.40359925,22.20529934,4.123396964,-25.14381671,21.02045709,-4.126239255,25.12465718,-20.99838828,199.7958523,233.4242022,259.1972251,3.746492097,2.014824322,3.447865361,200.3709874,233.4829221,259.6172271,3.745426485,1.8790904,3.574093015,0,-129.6166164,123.2821009,-0.06216667236,-132.1552131,121.7682846,0.06870126674,-129.6051063,123.3333632,-0.1511193424,-126.9950966,124.6007686
1683,32,96,48,1,0,1,1,1,1,1,0,1,1,1,1,200.4483261,415.4874172,302.5042638,15.9502179,19.22587761,23.60919062,195.2224022,414.7851431,299.3370717,13.33234641,20.6090683,22.51809991,7.524149519,11.15053345,-18.67566163,-3.895818888,-15.81949473,19.71444279,135.4922816,293.1725345,270.3362848,9.292871048,13.14501793,13.00641929,132.7051449,288.5921502,266.4121467,5.971648888,9.486294162,8.361598337,0,-123.3223978,104.8378024,-35.89700647,-156.9714549,68.21810099,0.06832207578,-123.4221222,104.8939186,114.5990396,6.618734469,-142.9582769
1684,32,96,48,1,0,1,1,1,1,1,1,0,1,1,1,199.163616,238.0792801,255.8910728,5.500938508,4.492987157,8.622802169,200.6503581,238.8034096,254.9897343,8.792754463,3.386562211,7.346639342,5.281796242,0.9913845337,-6.273088204,-5.319301379,-0.9861758853,6.305568219,199.1582024,238.0788746,255.8911484,0.618856767,4.253213394,5.72483128,200.6319263,238.8026934,254.9777808,6.857361316,3.062523934,3.46461787,0,-131.2138247,121.7897531,-1.758408674,-87.83492251,91.76262926,0.3531272947,-131.4900704,121.9099616,0.1661968745,155.5158767,177.3301486
1685,32,96,48,1,0,1,1,1,1,1,1,1,0,1,1,195.7439923,236.6169181,260.6682634,22.09600613,54.43256925,56.01935308,201.8735804,235.5611632,256.5641247,26.13846791,53.64218155,55.81828499,0.2590188753,-36.74926384,36.49040838,-0.2372679951,36.58544812,-36.34801888,195.4009947,234.9906444,259.5552935,10.46026002,12.71118227,13.06947892,201.3269187,235.4242589,256.2618789,17.2535194,10.0186453,13.65725684,0,-128.7429684,122.5998727,150.2200327,-89.49242587,43.23499635,0.7933964499,-129.9084358,123.550437,-17.40840776,105.0183608,-166.967988
1686,32,96,48,1,0,1,1,1,1,1,1,1,1,0,1,197.12338,237.5049753,257.7914614,3.024078255,15.02497962,15.99918171,197.8178779,239.2611214,256.6721646,7.838179681,15.43718279,14.26892516,0.417104107,-9.836388352,9.418046147,-0.4256270055,9.767212951,-9.342774845,197.0882553,237.371943,257.6734388,2.832801508,3.74055638,7.198883863,197.7900791,239.2350161,256.6451472,7.763567737,5.326470876,1.614608324,0,-129.9676138,122.0381775,-86.76695466,-42.70549318,108.9289238,0.6198613074,-130.0708255,121.9227245,21.44110581,-174.6009607,-146.3504425
1687,32,96,48,1,0,1,1,1,1,1,1,1,1,1,0,195.4647662,238.9370396,257.9169622,52.75072836,55.43594997,25.96320416,197.9918074,244.4363682,252.7555996,54.14240761,55.7548708,22.19392151,36.50668004,-36.58734937,0.08139123346,-36.64415183,36.65259886,-0.007694017034,195.3560678,238.5058884,257.5222175,8.548481962,12.52598582,16.83479309,196.3596707,243.0061531,252.4942485,14.23128334,13.13290232,10.47834853,0,-129.7760533,121.6324324,-127.0212772,-40.39991287,103.1406898,1.463162773,-130.5094115,121.1472057,28.86798386,157.369987,-88.74360494
1688,32,96,48,1,1,0,1,1,1,1,1,1,1,1,1,199.6324879,238.9842598,254.7274701,7.565644647,3.278740119,6.080360187,199.3004524,238.5488692,256.293787,3.858051319,4.399297445,7.310341128,-3.739926743,-1.260111853,5.000117604,3.694148974,1.265638881,-4.95969993,199.6221615,238.9837401,254.7215737,6.553195344,2.87241068,3.350155754,199.2955644,238.5486945,256.2948549,0.9663066449,4.104047618,5.300936286,0,-131.7701923,121.4588606,-2.525488598,156.7519431,169.5447122,-0.1641800231,-131.4868082,121.4235021,15.74844665,-90.10668734,93.27775601
1689,32,96,48,1,1,0,1,1,1,0,1,1,1,1,1,198.7548792,237.8080804,256.3558939,6.92602046,8.337443513,5.862565354,199.3008311,236.4967948,258.0663872,3.05776415,7.640746842,8.900995142,1.208670202,-6.602009279,5.393361103,-1.199128957,6.620886714,-5.421743163,198.7492337,237.807163,256.355975,6.7197527,4.687514683,1.117763953,199.2945385,236.4835727,258.0558635,2.55818835,3.252817494,6.764212127,0,-130.8981309,121.814169,19.68267662,-174.1012249,-162.5445365,-0.3582343446,-130.772378,122.0104408,-63.79646376,-50.38068786,112.6009482
1690,32,96,48,1,1,0,1,1,1,1,0,1,1,1,1,200.2574366,238.3121742,254.9441265,10.12178892,3.410765887,8.685034863,199.7446043,237.880333,256.5878013,7.342958652,4.733619847,9.520602114,-6.128146988,-0.8655528523,6.993669388,6.054713217,0.8694805213,-6.924236486,200.2239172,238.3082945,254.9170256,6.916315674,3.03663438,3.675030768,199.7372287,237.8769483,256.5854953,0.7563673788,4.472420718,5.459253454,0,-131.7590574,121.6977451,-4.059543036,150.1962945,173.2508365,-0.1725241887,-131.4361793,121.6365961,37.67583714,-90.03649789,89.73981481
1691,32,96,48,1,1,0,1,1,1,1,1,0,1,1,1,275.1190992,245.7504397,391.2167325,26.87263832,19.46022317,22.98031299,276.4762572,247.5184843,392.1092213,26.59401291,19.66564635,22.04513247,-5.899885367,0.4993118799,5.401751583,2.316766571,-2.959600767,0.6439846697,228.7408888,160.8447946,304.95692,3.099327316,2.410907118,4.891981787,230.1638792,161.9935315,306.1549923,5.709495681,3.792699522,4.409649633,0,-111.1959766,143.8176994,17.48982938,-15.32732452,169.4769428,0.0330805848,-111.2913707,143.7124498,-9.556283916,-150.4944389,114.8468933
1692,32,96,48,1,1,0,1,1,1,1,1,1,0,1,1,200.7780724,241.3143707,252.0820748,22.56447859,4.686828489,26.29136425,201.3589516,241.4324982,252.4501002,22.53940067,4.693248834,26.22681982,-21.50982575,-3.386895865,24.89677216,21.46190824,3.388927165,-24.850783,200.698912,241.2525347,252.0287253,3.69172078,2.005235023,3.480980017,201.2618694,241.3705587,252.4006709,3.836980284,2.015642228,3.347961183,0,-133.222762,120.7433258,-1.824099116,-133.0586314,118.8548611,0.08310071118,-133.2115769,120.7857379,1.55406754,-133.4823725,122.5517557
1693,32,96,48,1,1,0,1,1,1,1,1,1,1,0,1,203.2084314,236.3427113,255.3444027,49.94676715,20.27354357,48.72101763,199.244014,240.6998423,254.259445,49.46948844,22.57958182,47.17880658,-32.91934121,0.1062520852,32.81331181,32.69405363,-0.1272022384,-32.56665314,202.0170067,236.0473043,254.2276114,12.07412798,10.22502469,13.19429416,198.9728692,240.2711989,254.1853231,12.04757283,14.13343769,7.754373401,0,-132.0028882,122.4403319,-71.52657558,37.20452663,149.3861457,1.019524068,-131.2139321,121.4932774,72.13939813,-139.6974974,-6.499274473
1694,32,96,48,1,1,0,1,1,1,1,1,1,1,1,0,198.0108426,239.1673253,255.7022817,9.988012695,6.729054562,6.694306092,196.9909579,240.1687836,256.4976736,8.53990394,8.658057295,3.894828822,7.153089771,-5.827591612,-1.325422354,-7.181132587,5.858085671,1.323117698,198.0058408,239.1642282,255.7030449,6.495382772,1.782569959,6.408918534,196.9679497,240.1468003,256.4971243,3.867481199,5.695805075,3.380965913,0,-131.0476363,121.4241223,-31.55829561,69.52469467,150.2502977,0.1868940134,-130.714979,121.111283,61.09694952,-124.6649851,54.34781975
1695,32,96,48,1,1,1,0,1,1,1,1,1,1,1,1,199.6407091,238.9872168,254.7224566,7.58626751,3.270944492,6.102375845,199.3017504,238.5562897,256.2894992,3.884880859,4.406336358,7.318030246,3.767894129,1.245641342,-5.013450927,-3.721797542,-1.251652277,4.973530999,199.6303243,238.9866994,254.7165074,6.56051902,2.869151117,3.365692754,199.2968747,238.556102,256.290553,0.9644024855,4.115526368,5.296307339,0,-131.7739864,121.4585581,-2.655950686,156.4728328,169.5287706,-0.1634827027,-131.4893266,121.4215629,16.7244448,-90.22837483,93.11526186
1696,32,96,48,1,1,1,0,1,1,0,1,1,1,1,1,200.263927,238.3759032,254.9550772,9.935392437,3.448996211,8.453826149,199.6382746,237.8881586,256.6392754,6.87650966,4.794163136,9.277724455,6.23814212,0.6432339056,-6.880981563,-6.166095565,-0.6500281601,6.816525243,200.2402099,238.3742922,254.9361943,7.140687501,3.234281212,3.75479475,199.6320534,237.8859752,256.6373742,0.7551481204,4.641174197,5.442044671,0,-131.7635279,121.6788166,-5.433776054,148.7950423,173.0805001,-0.1877350203,-131.4236131,121.6052621,59.06614718,-88.41713435,88.89856531
1697,32,96,48,1,1,1,0,1,1,1,0,1,1,1,1,201.1017724,235.3010123,256.6141044,24.83004742,51.59841881,53.60331716,196.4322794,236.3269444,261.4583433,20.62737769,52.29871572,53.67719022,-0.4152473618,35.22378175,-34.80839048,0.4683642975,-35.3298741,34.86165407,200.6731646,235.188393,256.3262974,16.7127004,9.72009098,12.94570814,196.1197606,234.8701478,260.3643203,9.838800099,12.32509032,12.45605573,0,-130.8692048,122.6053591,-17.80541246,105.9737768,-167.5101169,-0.6278153127,-129.7186318,121.8018376,149.1039214,-89.36425159,44.33153991
1698,32,96,48,1,1,1,0,1,1,1,1,0,1,1,1,200.7659375,241.3073943,252.0906457,22.42360716,4.686274119,26.1479354,201.3502969,241.4214494,252.4655075,22.39539071,4.687153393,26.08901063,21.37424526,3.390101552,-24.76431586,-21.32609018,-3.39247933,24.71861277,200.6875294,241.2471452,252.038842,3.70051955,2.011532738,3.458736276,201.2546071,241.3602545,252.4166805,3.82663366,2.009193721,3.369844878,0,-133.2162212,120.7446543,-1.469194993,-133.3272279,119.0282327,0.08161562737,-133.2048897,120.7883781,1.218755224,-133.201661,122.3535958
1699,32,96,48,1,1,1,0,1,1,1,1,1,0,1,1,274.4685874,243.3245065,390.8631428,25.31612922,14.25308736,22.60915589,277.5669537,249.6534442,392.855852,24.88301215,16.18263867,20.57104991,23.17261624,-4.943726262,-18.22847512,-19.56144848,7.408379627,12.15348148,227.2010769,159.1514041,302.8092293,8.204211894,7.251402235,9.014625859,232.5354786,162.7351367,308.1469924,14.5355582,9.321340215,14.37445158,0,-111.2251636,143.961712,120.0883,23.17586876,-103.3771262,0.2228104662,-111.0250077,144.002568,-29.20675539,-144.966166,108.5902156
1700,32,96,48,1,1,1,0,1,1,1,1,1,1,0,1,198.0020636,239.1575884,255.7018202,9.906601553,6.582158913,6.689481711,196.9742515,240.1559043,256.5045969,8.430462037,8.550247534,3.896901539,-7.089888963,5.778020808,1.311949866,7.11770871,-5.808639653,-1.308993128,197.9970846,239.1546255,255.7026392,6.512597876,1.802673173,6.412483179,196.952196,240.135041,256.504123,3.867129966,5.712531506,3.399740251,0,-131.0439603,121.4251867,-31.55015263,69.86290665,150.416345,0.1856785901,-130.7092511,121.111611,61.35707842,-124.5088059,54.32246768
1701,32,96,48,1,1,1,0,1,1,1,1,1,1,1,0,202.4125446,236.9864789,255.0262584,43.9762696,17.6402012,42.84883531,199.1848915,240.7793237,254.619774,43.54868462,19.99163655,41.46545115,29.39144454,-0.2416876233,-29.14957565,-29.18719772,0.2592891023,28.92814142,201.4693777,236.7391432,254.1330103,10.40138165,8.927205003,11.48983374,198.9770009,240.4498107,254.5611913,10.37391501,12.86334437,6.477974744,0,-132.0063158,122.2018739,-68.54583101,39.28815889,151.5204838,0.8493343004,-131.2670085,121.3901047,69.07901172,-137.9438085,3.321221337
1702,32,96,48,1,1,1,1,0,1,1,1,1,1,1,1,196.4396407,239.994343,256.1651121,7.811114867,7.750770202,3.961161344,198.4578159,239.2483274,256.1808652,9.291357625,5.658637495,6.518865209,6.816927087,-5.38274179,-1.434098291,-6.76899529,5.343755851,1.425329933,196.4257381,239.9754811,256.1646516,3.572138114,5.479361965,3.440228603,198.4531677,239.2444982,256.182204,6.224341846,1.54556036,6.219179806,0,-130.7355682,121.0910004,57.14067313,-125.6831603,57.52186163,-0.02262625654,-131.0208975,121.468559,-28.95942804,67.95556307,150.8330241
1703,32,96,48,1,1,1,1,0,1,0,1,1,1,1,1,197.0415218,242.9527231,254.2607028,41.61712115,41.80829637,13.31667894,196.8967287,238.751577,257.971535,40.29057871,41.25600005,17.29861336,28.6562966,-27.76118777,-0.8946578524,-28.44576623,27.64261503,0.8035957066,196.1901065,241.9583236,254.1190956,10.98158024,9.999635099,5.601392139,196.8339464,238.5207085,257.8229438,5.933410333,8.515950832,12.31578991,0,-131.5805848,120.2722783,29.89484785,171.3934311,-80.01936436,-0.9421172294,-131.2272818,120.7828394,-111.2732234,-31.87171358,111.2760864
1704,32,96,48,1,1,1,1,0,1,1,0,1,1,1,1,197.4056562,238.6495055,256.6754158,7.447535472,14.25259676,13.12348697,197.8967935,237.2140483,258.5716793,3.043899764,13.79745821,14.90922458,-0.7932503649,9.573313224,-8.780481873,0.7925613232,-9.624489371,8.831589572,197.3802472,238.627671,256.6407051,7.289059456,5.223584235,1.207767641,197.8569925,237.0934054,258.4469403,2.633488459,3.64223685,7.039233465,0,-130.5771621,121.5358815,20.36052062,-174.6960382,-149.783033,-0.4238427976,-130.4432231,121.7427192,-77.46216999,-43.96008774,111.6631776
1705,32,96,48,1,1,1,1,0,1,1,1,0,1,1,1,198.4999538,241.1225256,253.6670622,51.53895558,23.52632427,49.11743279,203.7563965,236.7797756,255.6656009,51.75522456,21.22511993,50.4664404,34.13455384,-0.2530274647,-33.88137402,-34.21021487,0.2135810191,33.99679731,198.177658,240.6535883,253.6092401,12.28450836,14.49680801,7.998360215,202.3433704,236.4549621,254.5540992,12.09407474,10.58744926,13.44534429,0,-132.1979113,120.6601924,70.39018197,-141.9059993,-8.416760083,-0.9163785994,-132.9603976,121.7124941,-73.85901821,34.61161769,148.333601
1706,32,96,48,1,1,1,1,0,1,1,1,1,0,1,1,196.3602708,240.1991057,256.039676,8.386768896,8.385263791,3.929146218,198.4126356,239.417632,256.0735919,9.782046461,6.44203353,6.609101358,7.302204951,-5.984434853,-1.31769519,-7.247938798,5.94113265,1.306878161,196.3434752,240.1741953,256.0390195,3.653190603,5.554277537,3.43423114,198.4076557,239.4125905,256.0747973,6.285650435,1.606390742,6.331026248,0,-130.7855955,121.020896,58.21496497,-126.1683446,55.53073835,-0.02986192121,-131.073551,121.4086748,-29.74591613,65.85314005,150.6496365
1707,32,96,48,1,1,1,1,0,1,1,1,1,1,0,1,309.2126259,332.8420557,297.3150768,15.7071847,15.58470631,8.734190876,310.6966333,333.743529,299.9046545,14.15893268,15.33703888,10.55111991,9.415237263,-9.354657797,-0.06054790705,-2.627285688,7.259969639,-4.63264672,231.2000092,279.0296306,206.6276282,4.188196036,2.927585983,2.3729133,233.9216614,280.9783147,208.2742117,8.170668453,6.222207791,5.329713255,0,-155.0800343,112.8010538,68.67370328,-47.18768145,-176.2932556,0.008652245377,-155.0257498,112.8391645,-28.6249938,178.3052,87.85872203
1708,32,96,48,1,1,1,1,0,1,1,1,1,1,1,0,192.9755834,241.8127431,257.1138047,35.0704502,30.31163864,6.480102687,193.5250381,241.8776186,257.5500282,34.99162362,30.29023516,6.445629463,32.84804854,-28.79032167,-4.057712263,-32.78714548,28.76057574,4.026578433,192.8176691,241.6308578,256.991288,3.674815727,1.950011462,3.488284279,193.3156869,241.7297948,257.424374,3.558969787,2.083580557,3.472092217,0,-129.7573021,120.5147435,-2.047490683,-133.1891246,120.6470328,0.07430650661,-129.7327039,120.5536732,1.898367836,-126.6281693,120.228583
1709,32,96,48,1,1,1,1,1,0,1,1,1,1,1,1,196.4373372,239.9968951,256.1696027,7.837651951,7.783267918,3.960119348,198.4534346,239.2431794,256.1851648,9.302452781,5.692741248,6.523484453,-6.838708476,5.411394514,1.427379651,6.790762259,-5.372553069,-1.418138923,196.4234074,239.9778131,256.1691943,3.584389652,5.492346419,3.440207371,198.4487906,239.2393119,256.1865067,6.214794465,1.555049774,6.224656579,0,-130.7338688,121.0910301,57.00177729,-125.8236351,57.43242388,-0.02388637195,-131.0193619,121.4692257,-29.06739972,67.35671505,150.8296641
1710,32,96,48,1,1,1,1,1,0,0,1,1,1,1,1,197.6736602,238.2887755,256.6172205,7.176278923,11.74273253,10.16207128,198.2515506,236.9172001,258.5762257,3.090189535,11.31217174,12.45852271,0.8433538942,-8.419567382,7.576419434,-0.8378527855,8.457526183,-7.619468471,197.6643301,238.2807456,256.6108653,7.040300908,4.828836776,1.451112298,198.2411816,236.8621527,258.5265443,2.761642251,3.565312341,7.282657711,0,-130.6098137,121.6299362,21.56157019,-177.188361,-141.4055734,-0.4103219848,-130.4614081,121.8396228,-71.65214483,-50.96320555,110.2295624
