run_id,R_a,R_b,R_c,DG1_PWM1,DG1_PWM2,DG1_PWM3,DG1_PWM4,DG1_PWM5,DG1_PWM6,DG2_PWM1,DG2_PWM2,DG2_PWM3,DG2_PWM4,DG2_PWM5,DG2_PWM6,V1_a,V1_b,V1_c,I1_a,I1_b,I1_c,V2_a,V2_b,V2_c,I2_a,I2_b,I2_c,I1mean_a,I1mean_b,I1mean_c,I2mean_a,I2mean_b,I2mean_c,V1f_a,V1f_b,V1f_c,I1f_a,I1f_b,I1f_c,V2f_a,V2f_b,V2f_c,I2f_a,I2f_b,I2f_c,V1ang_a,V1ang_b,V1ang_c,I1ang_a,I1ang_b,I1ang_c,V2ang_a,V2ang_b,V2ang_c,I2ang_a,I2ang_b,I2ang_c
1541,24,96,32,1,1,0,1,1,1,1,1,1,1,1,1,185.175154,255.4986702,255.6350175,8.442957865,3.467784507,7.116194615,184.9601116,255.048888,257.519987,4.219319511,4.700520464,8.320449305,-3.974834942,-1.302252142,5.277409416,3.909381693,1.307214614,-5.216270332,185.1563769,255.4992125,255.6306373,7.424331395,3.043907411,4.680680478,184.9482062,255.050023,257.523141,1.471517745,4.396275288,6.414238914,0,-130.3554226,127.8647997,-2.519921424,157.7775186,163.4906871,-0.1676819114,-130.0709853,127.8274262,11.30402947,-89.1228928,102.5112586
1542,24,96,32,1,1,0,1,1,1,0,1,1,1,1,1,184.120674,254.2056771,257.3305019,7.748802431,8.367785054,5.937356973,184.7703058,252.9083197,259.4839963,3.396036888,7.756314141,9.758685063,1.509598661,-6.795507313,5.286260375,-1.487452256,6.815118405,-5.327306262,184.1086061,254.2069888,257.3328094,7.487731301,4.755336622,2.379880034,184.7573229,252.8979513,259.4759634,2.759806946,3.53326952,8.074866998,0,-129.2467817,128.2723185,16.79379226,-175.1088616,170.8123845,-0.3701135297,-129.0974608,128.4539244,-53.10588543,-54.24745792,116.7238545
1543,24,96,32,1,1,0,1,1,1,1,0,1,1,1,1,185.6516925,254.9469238,255.8186604,9.921209598,3.580815744,8.426493455,185.3034822,254.4564239,257.8544906,6.148708334,4.990275316,9.540604916,-5.716532258,-0.8419336469,6.558837393,5.625573433,0.8458402836,-6.471045403,185.6212366,254.9466423,255.8044342,7.796071643,3.307281365,4.857038172,185.2904933,254.456335,257.8558308,1.150840216,4.79789795,6.691290825,0,-130.3421778,128.0281075,-2.900512537,151.9342448,168.2327413,-0.1975916895,-130.0185919,127.9716019,17.93959751,-87.90069512,99.8857529
1544,24,96,32,1,1,0,1,1,1,1,1,0,1,1,1,271.7019184,263.544409,383.6107268,26.32126873,17.33621776,22.908079,273.9102473,268.8479154,385.6662818,25.16325279,18.82014256,20.12778234,-18.59020792,4.166863407,14.42367309,13.32542195,-6.86939603,-6.455236172,219.3965345,173.7895557,302.0260762,4.12682192,6.357519156,7.371801515,223.2704975,177.0223817,306.1438911,11.75183969,8.58910726,11.5084066,0,-110.6944717,148.8792631,96.39414302,21.34920148,-138.9987704,0.2474091906,-110.5405425,148.76497,-20.44730142,-144.0214228,111.1701933
1545,24,96,32,1,1,0,1,1,1,1,1,1,0,1,1,186.2926789,257.8768487,253.1678344,25.02302834,5.038796283,29.12091958,187.0454278,258.0000948,253.8209775,24.96389823,5.040107046,29.00812462,-23.64862219,-3.641529827,27.29043475,23.56725758,3.64211715,-27.20910163,186.1732362,257.8023834,253.103075,4.393247343,2.148112967,4.837992913,186.9020611,257.9255675,253.7556231,4.531101782,2.148545292,4.656470582,0,-131.983391,127.1157326,-2.226924514,-131.9911071,125.2573368,0.1193488243,-131.9720076,127.1887082,1.898794078,-132.0721067,128.8294517
1546,24,96,32,1,1,0,1,1,1,1,1,1,1,0,1,189.5947039,252.3231323,256.5548276,55.43893658,23.80099001,53.82674647,185.0122726,257.4330443,255.0170059,54.73667511,26.23471384,51.42410492,-36.66079159,0.75507344,35.90577901,36.32249586,-0.7894311179,-35.53299584,188.0613789,251.984441,255.2644141,13.99522288,11.91829918,16.0946021,184.6263972,256.8839055,254.9314068,13.89604286,16.08355396,8.009312868,0,-130.6539227,128.9266584,-70.62273268,37.81056297,150.0330738,1.269853634,-129.8198863,127.8856216,72.02523223,-139.0838831,-3.871711831
1547,24,96,32,1,1,0,1,1,1,1,1,1,1,1,0,183.5270269,255.6881806,256.4491071,11.27850005,7.301155624,8.810929355,182.400623,256.9812836,257.3270847,9.618657258,9.573749923,4.249641729,8.030740806,-6.554347109,-1.476056077,-8.061201666,6.589047375,1.472493479,183.5155176,255.6859915,256.4522013,7.614939711,2.34063639,8.556864313,182.3681298,256.9585223,257.3286591,4.777644791,6.583224996,3.695552837,0,-129.5272592,127.9215591,-33.12290837,61.27842193,150.160981,0.2772741292,-129.1734758,127.5604659,60.06259164,-125.6346629,65.37017545
1548,24,96,32,1,1,1,0,1,1,1,1,1,1,1,1,185.1714801,255.5077738,255.629691,8.4471783,3.46827141,7.117404163,184.9584511,255.0562037,257.5188467,4.233418622,4.704963632,8.334819538,3.988883695,1.296446724,-5.284975417,-3.923324513,-1.302521365,5.226203546,185.1526553,255.50831,255.6252914,7.42117994,3.04733136,4.673584768,184.9465464,255.0573165,257.5220056,1.473276824,4.402957534,6.426491405,0,-130.357729,127.8614422,-2.48239225,157.6682326,163.6130244,-0.1684947992,-130.0730273,127.8245262,11.0909458,-89.11442155,102.5186742
1549,24,96,32,1,1,1,0,1,1,0,1,1,1,1,1,185.6790963,254.9972297,255.8207787,9.928398125,3.595058695,8.393748708,185.263377,254.4858772,257.8431464,5.998319372,5.009789079,9.431779847,5.773800014,0.7695366442,-6.542749926,-5.683366313,-0.7754848601,6.459442016,185.6515487,254.9975222,255.8086632,7.91780785,3.380754911,4.930004932,185.2508154,254.4860543,257.844567,1.085919202,4.857889999,6.626306283,0,-130.3563167,128.0172405,-3.681187098,151.4840823,167.7389041,-0.2002037136,-130.0270166,127.9530867,25.52332643,-87.32299585,99.41906512
1550,24,96,32,1,1,1,0,1,1,1,0,1,1,1,1,187.1936165,251.3035366,257.6404511,27.75227432,55.55351797,57.97008864,182.0834949,252.4890186,262.8312695,22.64566508,56.33526162,57.79984336,-0.3152248314,37.73175339,-37.41653876,0.3860014388,-37.84814622,37.46213692,186.637397,251.1691114,257.293652,18.94792484,10.81079774,15.2435789,181.7073236,250.8778284,261.5985797,10.73264818,13.63452536,13.63863051,0,-129.3151789,129.091425,-16.92756137,106.3719481,-169.6456254,-0.7685638316,-128.118843,128.1378072,149.6007476,-88.21417785,49.12335834
1551,24,96,32,1,1,1,0,1,1,1,1,0,1,1,1,186.2684371,257.8848468,253.1731304,24.83948822,5.033919471,28.942094,187.0234605,258.0125783,253.825466,24.78874006,5.04254165,28.83003137,23.48177413,3.643924694,-27.12538149,-23.40131661,-3.6453591,27.04699111,186.1517599,257.8107867,253.1091789,4.373031025,2.139791407,4.838291444,186.8822881,257.9400864,253.7621278,4.550686953,2.15710375,4.657000102,0,-131.9761454,127.1130574,-2.310312759,-131.7374821,125.1449563,0.1200635517,-131.9647472,127.1853294,1.961227899,-132.3088616,128.9398868
1552,24,96,32,1,1,1,0,1,1,1,1,1,0,1,1,271.0861242,261.4254117,383.1853268,26.89256749,18.63310338,23.2224709,273.7757031,267.5015382,385.5165046,25.97382447,20.29083079,20.60607382,22.45938251,-4.98414294,-17.47454357,-17.18170817,7.666429652,9.515829079,218.6762866,172.6260229,301.4929278,6.178841944,7.236447123,7.965547732,223.6381126,176.2273254,306.562956,14.44729156,9.521382916,14.13248758,0,-110.3391553,149.0414283,117.3125498,25.05890632,-118.7132002,0.3648228694,-110.1276181,149.0431218,-22.30078374,-142.5659016,114.7031031
1553,24,96,32,1,1,1,0,1,1,1,1,1,1,0,1,183.537698,255.6765712,256.4608322,11.20567136,7.140238438,8.82589637,182.3889372,256.9632475,257.3424808,9.488691613,9.457845901,4.246557015,-7.981080669,6.5339823,1.447435345,8.010432804,-6.569497313,-1.440620993,183.5262018,255.6745609,256.4639591,7.66717322,2.362879684,8.582829764,182.3582638,256.9421234,257.3442542,4.77551901,6.60187379,3.716839525,0,-129.523462,127.9264045,-33.08340075,61.91170136,150.321247,0.2752597076,-129.1667962,127.5625896,60.6881815,-125.3832058,64.95052483
1554,24,96,32,1,1,1,0,1,1,1,1,1,1,1,0,189.1001546,252.7463019,256.355289,52.16512707,22.47322569,50.54401037,185.0251474,257.5685394,255.2607214,51.53780086,24.93495104,48.26462181,34.82207687,-0.9017403035,-33.92026621,-34.49904515,0.9339442608,33.56517938,187.7289831,252.4322089,255.1905181,12.95361274,11.3249009,15.0206533,184.6807615,257.0774063,255.1813705,13.0086917,15.50460972,7.206361635,0,-130.6569778,128.795554,-70.15134436,38.53048976,151.0315824,1.179085132,-129.8480645,127.8342655,69.64795494,-138.4409499,1.862197129
1555,24,96,32,1,1,1,1,0,1,1,1,1,1,1,1,181.5713733,257.0670879,256.5812594,9.734947167,9.429113569,4.418221268,183.980374,256.0485674,257.1314301,11.22829844,7.295927408,8.618094697,8.487886193,-6.841839452,-1.645711809,-8.415135128,6.789836863,1.625654332,181.5451642,257.0364596,256.5817161,4.383810611,6.228750135,3.755560878,183.9685259,256.0429782,257.1347131,7.196272573,1.960759522,8.304160068,0,-129.2791352,127.4387278,55.16818936,-127.4414173,68.80744456,-0.04494046154,-129.5710231,127.9169512,-30.19043476,56.97824201,150.1824945
1556,24,96,32,1,1,1,1,0,1,0,1,1,1,1,1,182.2633535,261.5114251,253.6900641,53.5471069,54.29851494,19.25497585,181.4279571,255.9047866,259.4568769,51.71793491,53.75647376,24.31200843,36.4247648,-35.71277825,-0.7119062217,-36.09050967,35.56529237,0.525301431,180.8461284,259.9268689,253.458181,14.42185387,13.08425145,8.17149137,181.3213745,255.4421865,259.1562665,7.913201524,11.98704282,16.81093112,0,-130.5494613,126.2393784,27.56984051,163.7454657,-90.80103593,-1.372642044,-129.9730089,126.7653654,-121.2497497,-35.35229717,109.290864
1557,24,96,32,1,1,1,1,0,1,1,0,1,1,1,1,182.5785784,255.6395723,257.2295412,8.578183965,13.76848676,12.40370266,183.0513986,254.0449555,259.46796,2.958391173,13.36735519,14.72094683,-0.6144390221,9.939220755,-9.327472241,0.5985589353,-9.991704166,9.3905793,182.5518603,255.6207681,257.2116096,8.466326078,5.24466263,2.787330458,183.0226904,253.9697732,259.3996191,2.625461161,3.95536921,8.310729234,0,-129.0164267,127.913522,17.11985415,-176.8648326,-178.6252123,-0.4850767785,-128.8767988,128.0906925,-75.47250398,-49.61364108,112.232669
1558,24,96,32,1,1,1,1,0,1,1,1,0,1,1,1,183.9588275,258.1839996,254.1363665,58.3415672,28.03870305,54.79515443,190.3226928,252.9347043,257.3149957,58.62051766,25.61700591,56.84541792,38.85916916,-1.027518548,-37.83165681,-38.94671175,0.9724602889,37.9742986,183.4852885,257.5164185,254.0655799,14.36512314,16.75709477,8.430116707,188.4106416,252.5175536,255.9674626,14.10043031,12.5940543,16.52218921,0,-131.0558362,126.8859554,69.82123407,-141.9019314,-6.64093248,-1.145246705,-131.8686293,128.1039273,-73.88837619,34.59702745,148.7773306
1559,24,96,32,1,1,1,1,0,1,1,1,1,0,1,1,181.5640717,257.1550079,256.5099587,9.912286067,9.607162903,4.393852647,183.9843149,256.1265113,257.0673592,11.38654953,7.511887587,8.642208286,8.657588457,-7.048354887,-1.608888278,-8.581504591,6.994927885,1.586925008,181.5367029,257.1219576,256.5103284,4.403082805,6.245104246,3.744642108,183.9723333,256.1207045,257.070597,7.21949743,1.975128669,8.337550904,0,-129.317295,127.4094754,55.49316023,-127.5502513,68.25077517,-0.04715278393,-129.609925,127.8907138,-30.35957597,56.68599779,150.1216494
1560,24,96,32,1,1,1,1,0,1,1,1,1,1,0,1,292.1430152,350.1342629,303.5481807,14.25693477,13.04243954,8.211549161,293.8139615,350.9761975,306.0857975,13.3253837,13.20223817,10.4173505,8.428734648,-7.124511337,-1.302669074,0.1356304259,5.048442091,-5.182715647,210.7912485,297.9979258,213.7793762,3.579370683,2.050092744,2.974748891,213.3051148,299.5705279,215.44588,8.31284751,5.882152535,5.949473156,0,-154.3864587,117.7372689,50.31498547,-48.38730701,155.1126331,0.08456141162,-154.3190496,117.8059682,-19.48602758,-173.9747463,99.9495282
1561,24,96,32,1,1,1,1,0,1,1,1,1,1,1,0,178.0196874,259.4174268,256.7470992,40.99472861,35.22280828,8.01552116,178.7453447,259.4579199,257.4882986,40.86686994,35.19526729,7.943510865,38.10791303,-33.05546283,-5.0522093,-38.00973929,33.01735571,4.99263448,177.7846257,259.1560543,256.5971519,4.356500918,2.072281088,4.829461898,178.4243123,259.2527019,257.3341403,4.167049597,2.259372267,4.792481232,0,-128.3654125,126.8653898,-2.486651667,-132.9838479,127.0032203,0.1045117057,-128.3369716,126.9320804,2.316735343,-124.2086877,126.5111995
1562,24,96,32,1,1,1,1,1,0,1,1,1,1,1,1,181.5718793,257.0817765,256.5751284,9.797458719,9.485144702,4.413016308,183.9749436,256.0539209,257.1297437,11.262963,7.361068612,8.619393194,-8.537882577,6.895380712,1.642841997,8.464636208,-6.844206281,-1.620103465,181.5453575,257.0506181,256.5755142,4.399684644,6.238934353,3.748788542,183.9630635,256.0482717,257.1329944,7.176406038,1.969288323,8.305283099,0,-129.2838515,127.4346721,54.92433496,-127.628478,68.79924534,-0.0481343665,-129.5753013,127.912543,-30.30577505,56.37506814,150.1328946
1563,24,96,32,1,1,1,1,1,0,0,1,1,1,1,1,181.262292,256.0468072,258.0601919,8.249949738,13.02947052,11.95418682,181.9385621,254.8654913,260.6381634,3.778991093,12.92832767,14.57087325,1.070766846,-10.99076949,9.920375776,-1.069650818,11.07400985,-10.00393239,180.9867058,255.9270009,257.7555439,7.783053634,4.626945767,2.801677209,181.5508877,254.6082224,260.1623158,2.609103837,4.07363758,8.596718211,0,-128.3766961,127.8247437,16.85783075,177.2406253,-172.9462447,-0.4228556626,-128.1758871,127.9922673,-61.95837721,-60.8914937,111.5141965
1564,24,96,32,1,1,1,1,1,0,1,0,1,1,1,1,182.100164,262.5198062,252.5032213,61.97850557,64.29806163,26.67237259,180.405443,256.1670586,260.132555,59.95040775,63.875526,31.42917077,-41.70124015,42.19054813,-0.4886497451,41.31904804,-42.03566204,0.7172830204,180.1977715,260.4434605,252.1609552,16.69987901,15.63364348,12.16116055,180.2368125,255.4235455,259.5883921,9.765961379,15.18158192,20.37570674,0,-130.8674977,125.8732983,25.87911848,153.3850094,-94.3966945,-1.659781733,-129.9675026,126.4005625,-130.7901677,-42.57529174,103.2628016
1565,24,96,32,1,1,1,1,1,0,1,1,0,1,1,1,181.56543,257.1939742,256.5046855,10.01496598,9.734195681,4.387690308,183.9718547,256.1321521,257.0685352,11.41718066,7.632285735,8.655433636,-8.718688674,7.125125946,1.593859188,8.641869508,-7.072254238,-1.569327783,181.5373943,257.1598688,256.5050283,4.467555665,6.314738458,3.743008415,183.9598798,256.126171,257.0717393,7.16746437,2.040480991,8.353756625,0,-129.325775,127.4006301,54.87766202,-128.1046882,67.99339997,-0.05620010448,-129.6186065,127.882656,-30.84714209,54.85027864,150.1178233
1566,24,96,32,1,1,1,1,1,0,1,1,1,0,1,1,184.0114914,258.3134949,254.3113611,56.26842718,27.29959511,52.65023757,189.980775,253.2182371,257.184779,56.49095147,24.85927116,54.63101099,-37.69101544,1.1852288,36.50556482,37.7761989,-1.131747363,-36.64470406,183.5700337,257.6891687,254.2436557,13.82726846,16.4748406,7.852113374,188.2017256,252.8245979,255.9227217,13.37541857,12.3044172,15.77912467,0,-131.0315296,126.8953562,67.83692776,-141.6339621,-2.990802363,-1.094800646,-131.8283219,128.0573853,-74.15778885,34.85978183,149.5175353
1567,24,96,32,1,1,1,1,1,0,1,1,1,1,0,1,178.0389643,259.3938432,256.7458503,40.77193066,34.99590141,8.015967383,178.754604,259.4283626,257.4897792,40.63904617,34.96732265,7.944815144,-37.90677681,32.8527271,5.054251399,37.80884227,-32.81550125,-4.993125966,177.8044504,259.1352042,256.59578,4.382687131,2.08396451,4.82891236,178.436808,259.2255425,257.337692,4.14199879,2.250829129,4.793084505,0,-128.3683501,126.8707748,-2.513447645,-133.5596572,127.0485961,0.1019883179,-128.3388339,126.9367303,2.372636367,-123.6409461,126.4758272
1568,24,96,32,1,1,1,1,1,0,1,1,1,1,1,0,292.3754125,350.134236,303.9319837,16.68855462,15.56417588,11.1974061,293.6395597,350.9355865,305.7371223,13.97485366,15.41840122,11.70341478,-11.04462659,9.343186402,1.703760813,2.506067866,-7.279124022,4.775448786,211.3847669,298.161441,214.1077284,4.205477417,3.136334535,4.095912639,214.0486191,299.967202,215.2829813,8.205039122,6.619292582,5.599537658,0,-154.4347795,117.8374208,51.15223958,-47.42453853,158.3495523,0.1172605685,-154.4519219,117.8982646,-23.63959223,178.5798222,89.34327872
1569,16,32,24,1,1,1,1,1,1,1,1,1,1,1,1,195.3206771,242.4078977,254.485638,6.959264412,4.321402405,6.163792971,196.3889428,243.0654615,255.5393448,6.483329469,4.794996542,6.03119235,-0.0114670317,0.01028378413,0.001409399129,0.01135479555,-0.01120782653,8.659775899e-05,195.310314,242.4096722,254.4905174,6.958700061,4.320908165,6.163639387,196.3785295,243.0672878,255.5442074,6.482789858,4.794637888,6.031059634,0,-130.0691984,123.5573885,-3.499174532,-134.7864528,124.4278254,0.1661688833,-129.9582172,123.6428413,3.332358907,-125.9968666,122.3818695
1570,16,32,24,1,1,1,1,1,1,0,1,1,1,1,1,195.0729908,241.7877711,255.2459384,11.5159477,11.91616661,8.183625519,195.8414376,240.6830975,258.2468546,4.401598083,11.19641855,12.85528624,2.140357259,-9.132453509,6.992308447,-2.108224999,9.174833458,-7.066383257,195.0613183,241.7887021,255.247697,11.16534085,7.345418353,3.285989735,195.8271317,240.6582334,258.2235964,3.39402962,6.044679284,10.39008715,0,-129.7422822,123.6626373,11.56483743,-171.5058504,172.4303857,-0.4328901353,-129.4078643,123.8792393,-43.31324276,-75.84834329,109.8274572
1571,16,32,24,1,1,1,1,1,1,1,0,1,1,1,1,195.0745241,241.7821275,255.2460556,11.520152,11.91911887,8.175568038,195.8394988,240.6793749,258.2523989,4.391340283,11.19307574,12.85155295,-2.133443396,9.127778006,-6.99409735,2.101493556,-9.172245821,7.070992686,195.0628867,241.7830662,255.2478253,11.17125039,7.359344576,3.279131338,195.8252825,240.6545387,258.2291248,3.385955926,6.049448542,10.38964611,0,-129.7420973,123.6638511,11.53517788,-171.5324055,172.3584228,-0.4330994559,-129.4061334,123.8797265,-43.3385487,-75.71840776,109.8726008
1572,16,32,24,1,1,1,1,1,1,1,1,0,1,1,1,195.8863595,242.2821901,254.35915,7.196183416,8.034441404,11.05854586,198.5996386,243.1078397,254.0252928,12.20065381,4.145145555,10.64500367,6.050693578,1.810487039,-7.860953513,-6.125634468,-1.78910866,7.914970269,195.8743782,242.282307,254.3628296,3.403778978,7.671972845,7.63164815,198.5676031,243.1067314,254.0109919,10.37793822,3.397877188,6.95972789,0,-130.284576,123.6776885,20.92859533,-109.2120865,91.75045374,0.3767242802,-130.6005933,124.0102576,-6.855017325,174.3780503,158.918494
1573,16,32,24,1,1,1,1,1,1,1,1,1,0,1,1,195.8863613,242.2874824,254.3527407,7.212946218,8.037913404,11.06590097,198.6001884,243.108903,254.0180809,12.20428452,4.140233564,10.65492108,-6.064574907,-1.80855337,7.873350697,6.139507546,1.785225072,-7.924517813,195.8743551,242.2876008,254.3564187,3.41109885,7.67618538,7.628866582,198.5681105,243.1078068,254.0037479,10.37288514,3.39316153,6.959985862,0,-130.2870693,123.6759553,20.97828702,-109.2440791,91.75346979,0.3759032371,-130.6036318,124.0090631,-6.88856008,174.3237481,158.8955366
1574,16,32,24,1,1,1,1,1,1,1,1,1,1,0,1,194.9082993,243.317656,254.026098,13.40567017,7.671713338,10.71399831,194.2205357,245.5516656,254.9750401,11.97064505,12.20136166,4.749978264,-9.206083642,7.240430566,1.965873175,9.26035231,-7.311060924,-1.949066908,194.897593,243.3150564,254.02989,9.483694763,0.4093571614,10.37652223,194.1811408,245.5210369,254.9766733,7.249005554,9.43938966,3.935198882,0,-130.1126095,123.290038,-31.80910316,6.555802951,140.9092894,0.4515005333,-129.7021396,122.9097538,43.15110842,-131.7855666,68.8416664
1575,16,32,24,1,1,1,1,1,1,1,1,1,1,1,0,194.9083575,243.3188712,254.0194852,13.41795494,7.70206368,10.71660742,194.2211862,245.5581034,254.9679947,11.99810309,12.23254151,4.74883251,9.22350737,-7.263848109,-1.959439,-9.27810844,7.332755239,1.945574465,194.897681,243.3161936,254.0232505,9.477888577,0.4255734145,10.37986472,194.181533,245.5271927,254.9695267,7.26338187,9.455192857,3.935493701,0,-130.1145819,123.2893275,-31.88942526,7.287636566,140.9172269,0.4529085241,-129.7036683,122.9086923,43.13468643,-131.8277737,68.78367429
1576,16,32,24,0,1,1,1,1,1,1,1,1,1,1,1,194.5841093,240.1894141,257.0462302,4.636160881,10.82225212,12.58165122,196.2322529,242.422619,256.1058147,11.37521196,11.32335369,8.090494917,-2.219298899,8.956492085,-6.736968529,2.233498117,-8.855993841,6.622727799,194.5701525,240.1636841,257.0270341,3.642825267,5.72501912,10.24342755,196.2199076,242.4230456,256.1086675,11.01077584,6.761330538,3.721582752,0,-128.8500193,124.2369215,-43.5090899,-80.55403627,108.0979036,0.7406467418,-129.0216137,124.2553079,13.13695046,-168.3269863,173.129488
1577,16,32,24,0,1,1,1,1,1,0,1,1,1,1,1,204.5299659,403.84138,300.3220474,17.04818362,22.3455635,24.58745842,208.5839215,405.1493337,302.9596603,17.94291523,19.03095339,24.11011639,-1.008205514,15.88165841,-14.87350964,-6.463619686,-5.941340394,12.40499014,136.5122826,289.2654429,264.368885,4.534581934,5.954671105,7.524472334,139.1092714,292.533735,267.5111338,7.586352284,11.74179101,11.31430154,0,-120.825556,106.988079,52.56436225,-37.96068741,168.8248899,-0.0333987353,-120.8903603,106.9226661,-28.59574858,-151.150595,70.91753374
1578,16,32,24,0,1,1,1,1,1,1,0,1,1,1,1,194.5484353,237.7125829,259.0365675,10.00582266,32.71224731,26.74737535,195.8249896,238.2454067,260.0672729,9.965136877,32.55311029,26.75596856,-6.474131779,30.63488687,-24.1606195,6.450520944,-30.53502837,24.08464545,194.4298436,237.5912484,258.9198994,6.69338271,4.665666392,6.006133148,195.68968,238.1259117,259.9436979,6.667981886,4.257960079,6.407564147,0,-127.985549,124.875884,-0.06316469285,-131.4069485,122.3362178,0.1528632584,-127.9143725,125.00468,-0.3422355908,-124.4639626,127.0068994
1579,16,32,24,0,1,1,1,1,1,1,1,0,1,1,1,190.9078416,240.0406522,261.3888352,32.80543359,72.31301409,75.31069851,200.922085,238.0604773,256.6608949,39.83328658,70.02960783,75.1534667,1.00585837,48.31957659,-49.32531916,-1.159310151,-47.79182991,48.95126079,190.4133797,237.4541264,259.4364161,14.71294962,19.63873498,18.8068772,199.7994993,237.8438016,255.9110024,26.4937954,12.90061022,21.3848178,0,-126.8652394,124.6036779,143.2882456,-96.04172485,40.82366557,1.075179594,-128.4506015,126.2015392,-19.22617157,105.12099,-174.1738904
1580,16,32,24,0,1,1,1,1,1,1,1,1,0,1,1,196.3190317,240.6380031,255.576407,9.21184796,8.390533894,12.60678478,199.2828716,241.4286656,255.1426327,13.98009293,3.956388672,12.38877184,-8.344784504,-1.269331521,9.614319776,8.452004084,1.268801931,-9.720616453,196.2733671,240.6255428,255.5645731,3.118621058,8.154482113,7.868644477,199.188683,241.4138998,255.0896797,10.87949052,3.422173955,7.38506182,0,-129.8714149,124.1915907,28.52592964,-107.8896811,88.65758173,0.3904364541,-130.2431457,124.5638707,-7.977421987,165.5288756,162.2729109
1581,16,32,24,0,1,1,1,1,1,1,1,1,1,0,1,190.3518155,243.5622356,257.0604508,72.61187152,79.1436296,42.64033821,195.9104629,252.0388608,248.8459676,75.5876313,79.49303312,36.49488345,-49.93126862,52.20911385,-2.277736933,50.21484188,-52.26610672,2.051377971,190.1817636,242.5584771,256.0414965,12.11577682,20.0374482,26.66067196,192.8978818,249.4728946,248.3211198,22.99902866,20.05272407,16.34840297,0,-128.1676347,123.2457573,-131.6382863,-51.74440688,98.6043504,2.311916555,-129.407096,122.7561939,23.4689678,154.7520708,-99.09718276
1582,16,32,24,0,1,1,1,1,1,1,1,1,1,1,0,191.8331976,242.2050385,257.3428693,4.108892041,13.49318049,15.05602543,193.5555471,244.7516678,256.2346413,11.94021152,14.22663537,11.11557747,-1.419305819,11.27512891,-9.855586847,1.377895499,-11.05200183,9.674365765,191.6536433,242.0455534,257.0568023,3.288183591,5.934529806,10.48236442,193.4250669,244.6635933,256.039655,11.68980531,7.765204615,3.379094556,0,-128.2434269,123.489057,-56.73818208,-70.72300399,108.8192855,0.8384410412,-128.4270404,123.4839988,13.61394529,-168.6204443,174.0576073
1583,16,32,24,1,0,1,1,1,1,1,1,1,1,1,1,194.5969566,240.1845247,257.0375356,4.651053391,10.76055835,12.51449498,196.2429913,242.4142666,256.1055929,11.3628023,11.30112199,8.014009696,2.235753984,-8.90434336,6.668830855,-2.249398819,8.80227845,-6.552631749,194.5828931,240.1589548,257.0186597,3.649096826,5.690319511,10.21088797,196.2306401,242.4146982,256.1085003,10.99384254,6.792029343,3.688866151,0,-128.8556302,124.2382561,-43.2395562,-80.26193306,108.3887434,0.7385538433,-129.0260482,124.2565018,13.11310403,-168.0503848,172.3373466
1584,16,32,24,1,0,1,1,1,1,0,1,1,1,1,1,194.538381,237.7322947,259.0254008,10.00517493,32.61473954,26.64344694,195.8165535,238.2568246,260.0590243,9.96473505,32.43770937,26.64982823,6.474219241,-30.53066202,24.05657018,-6.451244204,30.4298351,-23.9784644,194.4208252,237.6128308,258.9093572,6.693098512,4.733333097,6.014913389,195.6809404,238.13754,259.9363731,6.667660168,4.192800532,6.404552507,0,-127.9887544,124.8690858,-0.05620292217,-131.5293622,121.6922975,0.1499551812,-127.9181064,124.9986639,-0.3514514871,-124.2232623,127.6018195
1585,16,32,24,1,0,1,1,1,1,1,0,1,1,1,1,202.4813933,403.6393127,299.2376856,16.47061401,22.19850072,23.9277259,208.6986925,405.2412728,303.1440053,19.52385088,19.4357936,25.16533225,-1.301869032,-15.65161195,16.95366949,8.728261176,5.723006658,-14.45115001,135.3906647,289.1378719,263.4206755,5.251636072,5.369452441,5.053329683,139.169313,293.1776819,267.7429463,10.37606785,12.11314756,13.2615752,0,-120.8975089,106.692447,85.48944465,-31.18203187,-167.8683131,0.08352872687,-120.8051943,106.8839424,-30.40818072,-147.2573157,84.32295491
1586,16,32,24,1,0,1,1,1,1,1,1,0,1,1,1,196.2207462,240.8346853,255.4681287,9.030940859,8.40500327,12.50105467,199.1376836,241.617904,254.9835197,13.7751034,3.906318789,12.16392347,8.201988569,1.241316166,-9.443074339,-8.302869192,-1.241901858,9.54500794,196.1919783,240.8291067,255.4610821,3.159230728,8.189842948,7.955041695,199.0645765,241.6119057,254.9383095,10.78993335,3.415102542,7.294903024,0,-129.9003802,124.128315,26.95094373,-107.9781234,89.0561093,0.3939962515,-130.27433,124.4948929,-7.735512664,165.0302179,162.740694
1587,16,32,24,1,0,1,1,1,1,1,1,1,0,1,1,190.8039093,239.9318806,261.4146386,33.1752814,73.19095678,76.16188106,200.8330118,237.8611021,256.5324788,40.1274101,70.88859575,75.96697692,-0.9904929142,-48.84647397,49.83708533,1.147977124,48.31093124,-49.45878731,190.2924292,237.2864206,259.4303255,14.72592544,19.90147419,18.92156457,199.6872162,237.6419179,255.7670134,26.47153557,13.14102964,21.40199535,0,-126.8151916,124.6249406,142.9434602,-96.07340059,41.24682145,1.086975354,-128.4283159,126.2294098,-19.4202169,104.6238644,-173.6800167
