noise_pct,clean_49state,clean_R_a_mae,clean_R_c_mae,noisy_49state,noisy_R_a_mae,noisy_R_c_mae
0.0,0.9667422524565382,0.0,0.0,0.9667422524565382,0.0,0.0
0.1,0.9678760393046107,0.0,0.0,0.9656084656084656,0.0,0.0
0.5,0.9633408919123205,0.0,0.0,0.9633408919123205,0.0,0.0
1.0,0.9603174603174603,0.0,0.012093726379440665,0.9561602418745276,0.0,0.013635676492819344
2.0,0.9520030234315948,0.20861678004535147,0.20559334845049132,0.9565381708238851,0.286787603930461,0.2822373393801964
5.0,0.9323507180650038,1.8321995464852607,2.0891912320483748,0.9297052154195011,2.4269690098261525,2.761466364323507
